order_id,customer_id,order_date,ship_date,order_status,payment_method,sales_channel,order_amount,discount_amount,shipping_fee,city,state,net_amount,order_month,order_year
ORD00198,CUST0634,2022-05-24,2022-05-27,Cancelled,Cod,Online,37121.73,3978.22,0,Kolkata,LDN,33143.51,2022-05,2022
ORD00199,CUST0960,2022-05-25,2022-05-29,Returned,Wallet,Mobile App,16132.23,3806.99,0,New York,WB,12325.24,2022-05,2022
ORD00200,CUST0232,2022-05-26,2022-06-02,Cancelled,Cod,In-Store,39072.53,7454.34,0,Sydney,NY,31618.19,2022-05,2022
ORD00201,CUST0019,2022-05-27,2022-06-02,Returned,Wallet,Mobile App,15305.76,5182.1,149,New York,GJ,10272.66,2022-05,2022
ORD00202,CUST0504,2022-05-27,2022-05-30,Returned,Wallet,Online,22834.97,8733.78,199,Toronto,GJ,14300.19,2022-05,2022
ORD00203,CUST0709,2022-05-28,2022-06-02,Cancelled,Debit Card,In-Store,2656.34,773.25,0,Pune,KA,1883.09,2022-05,2022
ORD00204,CUST0998,2022-05-29,2022-06-03,Delivered,Net Banking,Mobile App,32626.08,11172.99,149,Sydney,NY,21602.09,2022-05,2022
ORD00205,CUST0732,2022-05-30,2022-06-02,Pending,Wallet,In-Store,23420.96,6365.22,149,Toronto,DL,17204.74,2022-05,2022
ORD00206,CUST0285,2022-05-30,2022-05-31,Returned,Debit Card,In-Store,46238.35,16670.39,0,Ahmedabad,NY,29567.96,2022-05,2022
ORD00207,CUST0109,2022-05-31,2022-06-03,Shipped,Wallet,Online,34730.94,7216.63,199,Jaipur,TN,27713.31,2022-05,2022
ORD00208,CUST0449,2022-06-01,2022-06-05,Shipped,Credit Card,Mobile App,46925.28,2799.61,149,Kolkata,MH,44274.67,2022-06,2022
ORD00209,CUST0582,2022-06-01,2022-06-04,Shipped,Credit Card,Mobile App,42171.85,187.12,199,Jaipur,TN,42183.73,2022-06,2022
ORD00210,CUST0580,2022-06-02,2022-06-07,Cancelled,Net Banking,In-Store,22775.66,7664.08,199,New York,TS,15310.58,2022-06,2022
ORD00212,CUST0660,2022-06-04,2022-06-09,Returned,Cod,In-Store,12474.13,1332.28,149,Mumbai,GJ,11290.85,2022-06,2022
ORD00213,CUST0423,2022-06-04,2022-06-09,Pending,Upi,Online,1449.78,0.0,149,Pune,LDN,1598.78,2022-06,2022
ORD00214,CUST0322,2022-06-05,2022-06-10,Returned,Net Banking,Mobile App,23603.06,7472.34,0,Pune,MH,16130.72,2022-06,2022
ORD00215,CUST0278,2022-06-06,2022-06-11,Returned,Credit Card,Mobile App,36771.29,6186.84,149,Delhi,MH,30733.45,2022-06,2022
ORD00216,CUST0424,2022-07-06,2022-06-13,Pending,Upi,Online,38827.47,9540.82,199,Sydney,MH,29485.65,2022-07,2022
ORD00217,CUST0773,2022-06-07,2022-06-14,Pending,Cod,Online,21602.3,1883.98,99,London,NSW,19817.32,2022-06,2022
ORD00218,CUST0397,2022-06-08,2022-06-09,Shipped,Cod,Mobile App,2429.87,457.52,49,Bangalore,GJ,2021.35,2022-06,2022
ORD00219,CUST0157,2022-09-06,2022-06-13,Delivered,Net Banking,Mobile App,34018.89,2301.85,199,Kolkata,NSW,31916.04,2022-09,2022
ORD00221,CUST0635,2022-06-10,2022-06-13,Delivered,Upi,Mobile App,31920.26,10829.4,99,London,MH,21189.86,2022-06,2022
ORD00222,CUST0509,2022-11-06,2022-06-13,Cancelled,Net Banking,Mobile App,5985.62,1090.37,99,Ahmedabad,GJ,4994.25,2022-11,2022
ORD00223,CUST0710,2022-06-12,2022-06-14,Cancelled,Credit Card,In-Store,38273.21,11709.19,199,New York,GJ,26763.02,2022-06,2022
ORD00224,CUST0200,2022-12-06,2022-06-19,Cancelled,Wallet,Online,22194.82,3614.51,49,Kolkata,MH,18629.31,2022-12,2022
ORD00225,CUST0368,2022-06-13,2022-06-20,Pending,Net Banking,Mobile App,3579.43,1092.45,199,Hyderabad,MH,2685.98,2022-06,2022
ORD00226,CUST0103,2022-06-14,2022-06-19,Cancelled,Upi,Online,43995.03,8351.43,199,New York,LDN,35842.6,2022-06,2022
ORD00227,CUST0535,2022-06-15,2022-06-18,Cancelled,Net Banking,Online,25497.61,6279.65,199,Hyderabad,RJ,19416.96,2022-06,2022
ORD00228,CUST0621,2022-06-15,2022-06-20,Delivered,Cod,Online,24577.85,5523.65,149,Surat,RJ,19203.2,2022-06,2022
ORD00229,CUST0818,2022-06-16,2022-06-19,Pending,Credit Card,Online,38496.27,11897.12,49,Hyderabad,ON,26648.15,2022-06,2022
ORD00230,CUST0387,2022-06-17,2022-06-24,Cancelled,Credit Card,Mobile App,45729.56,111.14,149,Chennai,TS,45767.42,2022-06,2022
ORD00231,CUST0161,2022-06-18,2022-06-23,Delivered,Cod,Mobile App,13194.48,2138.69,99,Kolkata,GJ,11154.79,2022-06,2022
ORD00232,CUST0149,2022-06-18,2022-06-22,Cancelled,Net Banking,Mobile App,34803.26,7455.72,49,Chennai,TS,27396.54,2022-06,2022
ORD00233,CUST0345,2022-06-19,2022-06-25,Returned,Credit Card,In-Store,38577.03,14777.18,99,Bangalore,NY,23898.85,2022-06,2022
ORD00234,CUST0159,2022-06-20,2022-06-22,Cancelled,Cod,In-Store,34647.22,1565.43,99,Ahmedabad,GJ,33180.79,2022-06,2022
ORD00235,CUST0464,2022-06-20,2022-06-25,Shipped,Upi,In-Store,20985.48,224.83,149,Mumbai,GJ,20909.65,2022-06,2022
ORD00237,CUST0336,2022-06-22,2022-06-27,Shipped,Cod,Mobile App,26572.05,10188.68,99,Kolkata,ON,16482.37,2022-06,2022
ORD00238,CUST0648,2022-06-23,2022-06-28,Cancelled,Cod,Mobile App,37150.71,4130.21,49,Delhi,WB,33069.5,2022-06,2022
ORD00239,CUST0414,2022-06-23,2022-06-25,Returned,Credit Card,Mobile App,39162.22,10867.33,0,Hyderabad,TN,28294.89,2022-06,2022
ORD00240,CUST0058,2022-06-24,2022-06-26,Cancelled,Credit Card,Online,20772.84,4171.17,0,Kolkata,ON,16601.67,2022-06,2022
ORD00241,CUST0005,2022-06-25,2022-06-28,Returned,Cod,Mobile App,32080.57,8511.92,0,Pune,MH,23568.65,2022-06,2022
ORD00242,CUST0170,2022-06-26,2022-06-29,Pending,Cod,Mobile App,29036.93,8776.18,0,Chennai,GJ,20260.75,2022-06,2022
ORD00243,CUST0131,2022-06-26,2022-06-29,Shipped,Credit Card,In-Store,12704.63,3925.22,49,Hyderabad,WB,8828.41,2022-06,2022
ORD00244,CUST0256,2022-06-27,2022-06-30,Cancelled,Upi,In-Store,4748.37,2.8,149,Toronto,RJ,4894.57,2022-06,2022
ORD00245,CUST0039,2022-06-28,2022-07-05,Delivered,Cod,Online,2814.52,674.45,49,Hyderabad,WB,2189.07,2022-06,2022
ORD00246,CUST0133,2022-06-28,2022-07-01,Returned,Debit Card,In-Store,22368.7,428.8,0,Bangalore,LDN,21939.9,2022-06,2022
ORD00247,CUST0230,2022-06-29,2022-07-02,Delivered,Credit Card,In-Store,25927.31,9315.73,0,Mumbai,WB,16611.58,2022-06,2022
ORD00248,CUST0919,2022-06-30,2022-07-03,Delivered,Net Banking,Online,26481.74,6362.38,149,Mumbai,KA,20268.36,2022-06,2022
ORD00250,CUST0294,2022-07-01,2022-07-05,Cancelled,Debit Card,Online,33059.62,254.43,49,Bangalore,DL,32854.19,2022-07,2022
ORD00251,CUST0040,2022-02-07,2022-02-10,Pending,Upi,Mobile App,48300.45,18381.4,49,Delhi,TN,29968.05,2022-02,2022
ORD00253,CUST0392,2022-07-04,2022-07-06,Returned,Credit Card,In-Store,35989.69,12733.99,149,Jaipur,MH,23404.7,2022-07,2022
ORD00254,CUST0762,2022-07-04,2022-07-08,Returned,Net Banking,In-Store,23665.17,3709.88,0,Kolkata,ON,19955.29,2022-07,2022
ORD00255,CUST0480,2022-07-05,2022-07-09,Returned,Debit Card,In-Store,42049.53,4038.57,0,Ahmedabad,MH,38010.96,2022-07,2022
ORD00256,CUST0463,2022-07-06,2022-07-09,Returned,Upi,Mobile App,40242.79,16004.81,149,Hyderabad,GJ,24386.98,2022-07,2022
ORD00257,CUST0874,2022-07-07,2022-07-09,Returned,Wallet,In-Store,13301.67,1432.98,99,Ahmedabad,MH,11967.69,2022-07,2022
ORD00258,CUST0869,2022-07-07,2022-07-12,Returned,Wallet,Online,32582.94,8366.32,99,London,DL,24315.62,2022-07,2022
ORD00259,CUST1000,2022-08-07,2022-07-15,Delivered,Upi,In-Store,43764.74,15755.14,0,Delhi,GJ,28009.6,2022-08,2022
ORD00260,CUST0977,2022-07-09,2022-07-10,Pending,Wallet,In-Store,14832.23,3927.12,49,Sydney,ON,10954.11,2022-07,2022
ORD00261,CUST0105,2022-09-07,2022-07-16,Returned,Upi,Online,18759.36,3060.19,0,Pune,NSW,15699.17,2022-09,2022
ORD00262,CUST0189,2022-07-10,2022-07-16,Returned,Upi,In-Store,7894.88,703.68,99,Bangalore,TS,7290.2,2022-07,2022
ORD00263,CUST0369,2022-07-11,2022-07-13,Returned,Credit Card,Online,45482.69,10367.8,149,Mumbai,RJ,35263.89,2022-07,2022
ORD00265,CUST0676,2022-12-07,2022-07-19,Delivered,Debit Card,Online,15980.43,5397.94,99,Pune,LDN,10681.49,2022-12,2022
ORD00266,CUST0378,2022-07-13,2022-07-16,Pending,Cod,Online,34950.22,5940.34,199,Delhi,MH,29208.88,2022-07,2022
ORD00267,CUST0532,2022-07-14,2022-07-19,Shipped,Wallet,Online,40776.11,12881.55,99,New York,TS,27993.56,2022-07,2022
ORD00268,CUST0578,2022-07-15,2022-07-16,Returned,Cod,Mobile App,43697.83,14456.45,99,Surat,LDN,29340.38,2022-07,2022
ORD00269,CUST0755,2022-07-15,2022-07-16,Pending,Cod,In-Store,27384.54,1301.93,199,Delhi,KA,26281.61,2022-07,2022
ORD00271,CUST0846,2022-07-17,2022-07-18,Pending,Cod,Mobile App,48040.44,4435.5,0,Jaipur,MH,43604.94,2022-07,2022
ORD00272,CUST0269,2022-07-17,2022-07-18,Shipped,Debit Card,In-Store,30255.52,7563.03,199,Pune,GJ,22891.49,2022-07,2022
ORD00273,CUST0105,2022-07-18,2022-07-24,Delivered,Debit Card,Mobile App,6554.45,1524.5,199,New York,MH,5228.95,2022-07,2022
ORD00274,CUST0946,2022-07-19,2022-07-20,Returned,Cod,Mobile App,42780.44,11406.59,49,New York,MH,31422.85,2022-07,2022
ORD00275,CUST0529,2022-07-20,2022-07-23,Cancelled,Cod,In-Store,12902.96,3121.65,149,Mumbai,DL,9930.31,2022-07,2022
ORD00276,CUST0872,2022-07-20,2022-07-21,Returned,Debit Card,In-Store,28227.41,1454.4,149,Toronto,TN,26922.01,2022-07,2022
ORD00277,CUST0645,2022-07-21,2022-07-24,Pending,Wallet,Online,22739.87,8472.11,199,Pune,NSW,14466.76,2022-07,2022
ORD00278,CUST0170,2022-07-22,2022-07-26,Delivered,Upi,Mobile App,17303.16,4223.86,199,Kolkata,NSW,13278.3,2022-07,2022
ORD00279,CUST0791,2022-07-23,2022-07-30,Returned,Upi,Mobile App,32899.48,2030.82,199,Pune,NSW,31067.66,2022-07,2022
ORD00280,CUST0883,2022-07-23,2022-07-28,Shipped,Cod,Mobile App,12472.62,1599.57,199,New York,TN,11072.05,2022-07,2022
ORD00281,CUST0520,2022-07-24,2022-07-29,Shipped,Debit Card,In-Store,20050.88,4128.62,149,Delhi,LDN,16071.26,2022-07,2022
ORD00282,CUST0904,2022-07-25,2022-07-28,Delivered,Cod,Mobile App,45826.59,7952.35,99,Chennai,MH,37973.24,2022-07,2022
ORD00283,CUST0931,2022-07-25,2022-07-27,Returned,Net Banking,Mobile App,8716.06,1824.3,99,Chennai,LDN,6990.76,2022-07,2022
ORD00284,CUST0013,2022-07-26,2022-07-30,Cancelled,Credit Card,In-Store,4872.72,390.09,199,Pune,MH,4681.63,2022-07,2022
ORD00285,CUST0345,2022-07-27,2022-08-01,Delivered,Debit Card,Mobile App,30014.58,0.0,49,Sydney,GJ,30063.58,2022-07,2022
ORD00286,CUST0072,2022-07-28,2022-07-31,Returned,Debit Card,Online,14550.68,289.09,149,Jaipur,DL,14410.59,2022-07,2022
ORD00287,CUST0423,2022-07-28,2022-07-31,Cancelled,Credit Card,Mobile App,30885.29,9228.44,0,Pune,MH,21656.85,2022-07,2022
ORD00288,CUST0413,2022-07-29,2022-08-02,Cancelled,Cod,Online,32637.96,2961.29,0,Mumbai,TS,29676.67,2022-07,2022
ORD00290,CUST0045,2022-07-31,2022-08-02,Cancelled,Debit Card,In-Store,24835.74,1513.05,199,Delhi,GJ,23521.69,2022-07,2022
ORD00291,CUST0727,2022-07-31,2022-08-07,Delivered,Debit Card,In-Store,30683.59,5336.23,99,New York,WB,25446.36,2022-07,2022
ORD00292,CUST0556,2022-01-08,2022-08-02,Returned,Cod,In-Store,8072.47,0.0,49,Hyderabad,TN,8121.47,2022-01,2022
ORD00293,CUST0821,2022-02-08,2022-02-11,Delivered,Credit Card,Online,48484.09,12585.78,0,Chennai,NY,35898.31,2022-02,2022
ORD00294,CUST0118,2022-08-03,2022-08-06,Pending,Credit Card,Online,41599.38,515.5,149,Bangalore,LDN,41232.88,2022-08,2022
ORD00295,CUST0871,2022-08-03,2022-08-10,Returned,Net Banking,In-Store,47126.23,1928.5,99,Sydney,MH,45296.73,2022-08,2022
ORD00296,CUST0185,2022-04-08,2022-08-08,Returned,Credit Card,Online,6342.61,2378.97,199,Bangalore,DL,4162.64,2022-04,2022
ORD00297,CUST0223,2022-08-05,2022-08-06,Shipped,Debit Card,Online,1794.37,708.95,99,London,LDN,1184.42,2022-08,2022
ORD00298,CUST0594,2022-08-05,2022-08-07,Delivered,Debit Card,Mobile App,315.26,59.76,99,Surat,LDN,354.5,2022-08,2022
ORD00299,CUST0131,2022-06-08,2022-08-09,Cancelled,Cod,In-Store,22483.64,3673.75,0,Jaipur,DL,18809.89,2022-06,2022
ORD00300,CUST0500,2022-07-08,2022-08-14,Delivered,Wallet,Online,16726.96,0.0,99,Sydney,MH,16825.96,2022-07,2022
ORD00301,CUST0540,2022-08-08,2022-08-11,Pending,Upi,Mobile App,39790.59,4891.91,99,Ahmedabad,GJ,34997.68,2022-08,2022
ORD00302,CUST0567,2022-08-08,2022-08-12,Cancelled,Credit Card,In-Store,11354.36,329.47,49,Kolkata,WB,11073.89,2022-08,2022
ORD00303,CUST0301,2022-08-09,2022-08-16,Cancelled,Credit Card,In-Store,42535.97,1649.26,0,Kolkata,GJ,40886.71,2022-08,2022
ORD00304,CUST0790,2022-10-08,2022-10-11,Pending,Wallet,In-Store,32153.94,942.43,99,London,TS,31310.51,2022-10,2022
ORD00305,CUST0283,2022-08-11,2022-08-15,Delivered,Wallet,Online,37902.71,11549.64,49,Chennai,MH,26402.07,2022-08,2022
ORD00306,CUST0498,2022-11-08,2022-08-13,Shipped,Wallet,In-Store,16742.94,4165.74,199,Bangalore,DL,12776.2,2022-11,2022
ORD00307,CUST0651,2022-08-12,2022-08-15,Cancelled,Cod,Mobile App,9993.97,1935.95,49,Sydney,NY,8107.02,2022-08,2022
ORD00308,CUST0629,2022-08-13,2022-08-15,Shipped,Credit Card,In-Store,36614.94,11868.59,99,Ahmedabad,TN,24845.35,2022-08,2022
ORD00310,CUST0598,2022-08-14,2022-08-21,Pending,Cod,Online,47942.57,7977.31,49,Surat,ON,40014.26,2022-08,2022
ORD00311,CUST0571,2022-08-15,2022-08-19,Cancelled,Upi,In-Store,3377.88,1308.83,0,London,WB,2069.05,2022-08,2022
ORD00312,CUST0391,2022-08-16,2022-08-17,Returned,Credit Card,In-Store,16135.5,5017.44,199,London,TN,11317.06,2022-08,2022
ORD00313,CUST0819,2022-08-16,2022-08-20,Cancelled,Cod,In-Store,1802.39,662.5,199,Mumbai,WB,1338.89,2022-08,2022
ORD00314,CUST0199,2022-08-17,2022-08-20,Returned,Net Banking,Online,4582.44,1274.06,49,Toronto,ON,3357.38,2022-08,2022
ORD00315,CUST0427,2022-08-18,2022-08-22,Delivered,Credit Card,Mobile App,4015.0,564.79,49,Hyderabad,MH,3499.21,2022-08,2022
ORD00316,CUST0085,2022-08-19,2022-08-20,Pending,Cod,In-Store,40715.76,9093.37,99,Bangalore,LDN,31721.39,2022-08,2022
ORD00317,CUST0335,2022-08-19,2022-08-21,Cancelled,Cod,Online,27275.99,862.51,0,Chennai,GJ,26413.48,2022-08,2022
ORD00318,CUST0144,2022-08-20,2022-08-26,Delivered,Net Banking,In-Store,13102.54,3764.69,199,Chennai,MH,9536.85,2022-08,2022
ORD00319,CUST0486,2022-08-21,2022-08-22,Pending,Upi,In-Store,30153.64,1410.87,149,Jaipur,NSW,28891.77,2022-08,2022
ORD00320,CUST0401,2022-08-22,2022-08-29,Shipped,Upi,Online,23692.46,479.33,0,Delhi,MH,23213.13,2022-08,2022
ORD00322,CUST0331,2022-08-23,2022-08-26,Pending,Cod,In-Store,13886.94,102.07,49,Kolkata,MH,13833.87,2022-08,2022
ORD00324,CUST0565,2022-08-24,2022-08-25,Shipped,Net Banking,In-Store,19743.45,1266.1,0,London,DL,18477.35,2022-08,2022
ORD00325,CUST0830,2022-08-25,2022-09-01,Cancelled,Cod,In-Store,41056.31,9109.29,99,Toronto,GJ,32046.02,2022-08,2022
ORD00327,CUST0877,2022-08-27,2022-08-28,Delivered,Wallet,Mobile App,30443.22,4115.27,149,Surat,GJ,26476.95,2022-08,2022
ORD00328,CUST0879,2022-08-27,2022-09-02,Delivered,Cod,In-Store,30055.63,10422.71,49,Delhi,KA,19681.92,2022-08,2022
ORD00329,CUST0289,2022-08-28,2022-08-31,Pending,Wallet,Online,10084.37,3761.63,199,London,KA,6521.74,2022-08,2022
ORD00330,CUST0311,2022-08-29,2022-08-31,Cancelled,Wallet,Online,42515.21,8556.4,199,Sydney,TN,34157.81,2022-08,2022
ORD00331,CUST0311,2022-08-30,2022-09-03,Cancelled,Wallet,Online,42037.54,8195.34,199,Ahmedabad,TS,34041.2,2022-08,2022
ORD00332,CUST0160,2022-08-30,2022-09-01,Cancelled,Credit Card,Mobile App,24200.1,9378.23,199,Mumbai,KA,15020.87,2022-08,2022
ORD00333,CUST0016,2022-08-31,2022-09-06,Shipped,Credit Card,Online,35810.37,8587.11,199,Mumbai,WB,27422.26,2022-08,2022
ORD00334,CUST0149,2022-01-09,2022-09-03,Returned,Credit Card,In-Store,41134.0,10352.63,99,Pune,NSW,30880.37,2022-01,2022
ORD00335,CUST0164,2022-09-01,2022-09-07,Pending,Credit Card,Mobile App,10064.64,3446.77,49,Bangalore,LDN,6666.87,2022-09,2022
ORD00336,CUST0819,2022-09-02,2022-09-05,Pending,Net Banking,Online,4902.8,1053.34,199,Bangalore,GJ,4048.46,2022-09,2022
ORD00337,CUST0266,2022-03-09,2022-09-06,Cancelled,Credit Card,Mobile App,8234.17,1315.3,49,Surat,NSW,6967.87,2022-03,2022
ORD00338,CUST0711,2022-09-04,2022-09-05,Cancelled,Debit Card,Mobile App,32844.27,424.99,149,Delhi,RJ,32568.28,2022-09,2022
ORD00339,CUST0569,2022-09-04,2022-09-11,Cancelled,Debit Card,Mobile App,8030.72,58.11,49,Jaipur,ON,8021.61,2022-09,2022
ORD00340,CUST0153,2022-09-05,2022-09-06,Delivered,Wallet,In-Store,449.82,85.9,99,Hyderabad,ON,462.92,2022-09,2022
ORD00341,CUST0258,2022-09-06,2022-09-08,Returned,Credit Card,In-Store,24064.36,6720.92,0,Pune,GJ,17343.44,2022-09,2022
ORD00342,CUST0550,2022-09-07,2022-09-10,Delivered,Upi,Online,33977.69,1869.95,49,Ahmedabad,NSW,32156.74,2022-09,2022
ORD00344,CUST0857,2022-09-08,2022-09-12,Cancelled,Upi,Online,28871.3,4864.52,149,New York,LDN,24155.78,2022-09,2022
ORD00345,CUST0403,2022-09-09,2022-09-12,Shipped,Upi,Mobile App,6700.3,1092.0,49,Toronto,TN,5657.3,2022-09,2022
ORD00346,CUST0196,2022-09-10,2022-09-11,Returned,Net Banking,Online,18858.75,20.94,49,Sydney,NSW,18886.81,2022-09,2022
ORD00348,CUST0073,2022-11-09,2022-09-13,Returned,Credit Card,Mobile App,27820.65,4990.18,49,Surat,KA,22879.47,2022-11,2022
ORD00349,CUST0251,2022-09-12,2022-09-17,Delivered,Wallet,Online,2516.09,934.1,0,Sydney,TN,1581.99,2022-09,2022
ORD00350,CUST0890,2022-09-12,2022-09-18,Pending,Upi,Mobile App,19850.91,3445.9,0,Toronto,NY,16405.01,2022-09,2022
ORD00351,CUST0473,2022-09-13,2022-09-16,Cancelled,Cod,Online,26592.0,0.0,149,Kolkata,NSW,26741.0,2022-09,2022
ORD00352,CUST0241,2022-09-14,2022-09-20,Delivered,Upi,Online,29429.64,128.89,49,Pune,RJ,29349.75,2022-09,2022
ORD00353,CUST0474,2022-09-15,2022-09-18,Delivered,Debit Card,Online,49422.99,1160.5,49,Surat,DL,48311.49,2022-09,2022
ORD00355,CUST0308,2022-09-16,2022-09-18,Cancelled,Net Banking,Online,47143.61,14274.63,199,Mumbai,RJ,33067.98,2022-09,2022
ORD00356,CUST0376,2022-09-17,2022-09-18,Shipped,Credit Card,Online,11640.13,522.01,49,Pune,DL,11167.12,2022-09,2022
ORD00357,CUST0043,2022-09-18,2022-09-21,Pending,Cod,Online,31201.72,6657.78,0,Sydney,GJ,24543.94,2022-09,2022
ORD00358,CUST0232,2022-09-18,2022-09-20,Shipped,Net Banking,Mobile App,17505.96,5705.04,149,Bangalore,DL,11949.92,2022-09,2022
ORD00359,CUST0966,2022-09-19,2022-09-22,Delivered,Cod,Online,12963.7,1417.47,199,Ahmedabad,ON,11745.23,2022-09,2022
ORD00360,CUST0076,2022-09-20,2022-09-26,Cancelled,Wallet,Online,14362.92,3199.12,199,Mumbai,NSW,11362.8,2022-09,2022
ORD00361,CUST0858,2022-09-20,2022-09-23,Pending,Credit Card,Online,16535.95,3398.43,0,London,RJ,13137.52,2022-09,2022
ORD00362,CUST0856,2022-09-21,2022-09-27,Pending,Wallet,Mobile App,6126.7,1343.03,149,Bangalore,NSW,4932.67,2022-09,2022
ORD00363,CUST0893,2022-09-22,2022-09-24,Cancelled,Wallet,Online,10646.93,3774.61,99,Pune,GJ,6971.32,2022-09,2022
ORD00364,CUST0113,2022-09-23,2022-09-28,Delivered,Upi,Online,20366.61,7062.78,199,Surat,NY,13502.83,2022-09,2022
ORD00365,CUST0936,2022-09-23,2022-09-28,Delivered,Credit Card,Mobile App,6255.06,1542.58,0,Surat,LDN,4712.48,2022-09,2022
ORD00366,CUST0546,2022-09-24,2022-09-27,Shipped,Wallet,In-Store,702.37,272.38,149,Kolkata,GJ,578.99,2022-09,2022
ORD00367,CUST0033,2022-09-25,2022-09-28,Returned,Net Banking,In-Store,7063.03,1530.59,0,Delhi,ON,5532.44,2022-09,2022
ORD00368,CUST0713,2022-09-26,2022-09-29,Returned,Cod,In-Store,43198.27,2665.56,149,Delhi,TN,40681.71,2022-09,2022
ORD00370,CUST0390,2022-09-27,2022-09-28,Pending,Wallet,Online,3643.21,1391.55,0,Hyderabad,NSW,2251.66,2022-09,2022
ORD00371,CUST0696,2022-09-28,2022-10-03,Returned,Wallet,In-Store,36319.2,13817.68,149,Chennai,TS,22650.52,2022-09,2022
ORD00372,CUST0390,2022-09-29,2022-10-02,Returned,Debit Card,Mobile App,21220.01,2944.16,149,Pune,NY,18424.85,2022-09,2022
ORD00373,CUST0647,2022-09-29,2022-10-05,Delivered,Credit Card,Mobile App,9044.21,1093.34,49,Jaipur,GJ,7999.87,2022-09,2022
ORD00374,CUST0602,2022-09-30,2022-10-01,Cancelled,Wallet,In-Store,22172.65,2353.39,149,Sydney,LDN,19968.26,2022-09,2022
ORD00375,CUST0832,2022-10-01,2022-10-05,Pending,Credit Card,In-Store,18331.81,711.82,99,Chennai,NY,17718.99,2022-10,2022
ORD00376,CUST0125,2022-01-10,2022-10-07,Pending,Cod,Online,23430.16,509.97,149,Mumbai,NSW,23069.19,2022-01,2022
ORD00377,CUST0943,2022-10-02,2022-10-08,Cancelled,Debit Card,In-Store,4089.6,1051.82,199,Hyderabad,LDN,3236.78,2022-10,2022
ORD00378,CUST0270,2022-10-03,2022-10-06,Returned,Debit Card,In-Store,21792.89,6482.03,99,Sydney,MH,15409.86,2022-10,2022
ORD00379,CUST0807,2022-10-04,2022-10-11,Pending,Net Banking,In-Store,10818.92,1428.52,0,Mumbai,KA,9390.4,2022-10,2022
ORD00380,CUST0125,2022-10-04,2022-10-08,Pending,Credit Card,Online,16181.23,3930.57,99,New York,NSW,12349.66,2022-10,2022
ORD00381,CUST0619,2022-10-05,2022-10-12,Shipped,Cod,In-Store,19859.8,7585.22,99,Ahmedabad,DL,12373.58,2022-10,2022
ORD00382,CUST0781,2022-10-06,2022-10-09,Returned,Credit Card,In-Store,9368.2,910.17,149,Ahmedabad,DL,8607.03,2022-10,2022
ORD00383,CUST0255,2022-10-07,2022-10-09,Shipped,Net Banking,Online,4526.24,480.43,0,London,KA,4045.81,2022-10,2022
ORD00384,CUST0686,2022-10-07,2022-10-08,Returned,Cod,In-Store,9361.87,95.62,99,London,GJ,9365.25,2022-10,2022
ORD00385,CUST0588,2022-10-08,2022-10-11,Delivered,Cod,Mobile App,9563.72,3126.88,199,London,LDN,6635.84,2022-10,2022
ORD00386,CUST0419,2022-10-09,2022-10-11,Delivered,Cod,Online,34162.36,2874.19,149,Pune,MH,31437.17,2022-10,2022
ORD00387,CUST0007,2022-10-09,2022-10-14,Returned,Cod,In-Store,43442.0,16013.75,99,Delhi,GJ,27527.25,2022-10,2022
ORD00388,CUST0393,2022-10-10,2022-10-11,Cancelled,Cod,Online,19799.68,6366.74,149,Chennai,WB,13581.94,2022-10,2022
ORD00389,CUST0088,2022-11-10,2022-10-16,Delivered,Net Banking,Mobile App,32671.77,3375.48,149,Mumbai,TN,29445.29,2022-11,2022
ORD00390,CUST0026,2022-10-12,2022-10-14,Delivered,Upi,Mobile App,46659.3,2976.0,199,Kolkata,ON,43882.3,2022-10,2022
ORD00392,CUST0466,2022-10-13,2022-10-14,Delivered,Credit Card,In-Store,49579.61,1294.2,199,Mumbai,GJ,48484.41,2022-10,2022
ORD00393,CUST0954,2022-10-14,2022-10-17,Pending,Credit Card,In-Store,8841.84,986.4,49,Surat,NSW,7904.44,2022-10,2022
ORD00394,CUST0802,2022-10-15,2022-10-22,Delivered,Credit Card,In-Store,33026.16,7987.71,199,Toronto,TN,25237.45,2022-10,2022
ORD00395,CUST0807,2022-10-15,2022-10-18,Pending,Upi,Online,40004.8,7733.27,99,Bangalore,DL,32370.53,2022-10,2022
ORD00396,CUST0095,2022-10-16,2022-10-21,Delivered,Upi,Mobile App,13509.58,1848.63,149,Bangalore,DL,11809.95,2022-10,2022
ORD00397,CUST0895,2022-10-17,2022-10-20,Delivered,Wallet,Mobile App,16248.01,3694.11,199,Delhi,TS,12752.9,2022-10,2022
ORD00398,CUST0514,2022-10-18,2022-10-19,Shipped,Wallet,Mobile App,47973.98,2385.59,0,Kolkata,GJ,45588.39,2022-10,2022
ORD00399,CUST0582,2022-10-18,2022-10-22,Shipped,Wallet,Mobile App,14288.87,1405.2,49,Jaipur,NSW,12932.67,2022-10,2022
ORD00400,CUST0854,2022-10-19,2022-10-24,Pending,Wallet,In-Store,49645.47,14391.35,49,Surat,TN,35303.12,2022-10,2022
ORD00401,CUST0763,2022-10-20,2022-10-26,Returned,Debit Card,Online,23425.23,2045.9,0,Ahmedabad,TN,21379.33,2022-10,2022
ORD00402,CUST0128,2022-10-20,2022-10-23,Shipped,Cod,In-Store,35022.19,473.08,149,Hyderabad,DL,34698.11,2022-10,2022
