order_id,customer_id,order_date,ship_date,order_status,payment_method,sales_channel,order_amount,discount_amount,shipping_fee,city,state
ORD00232,CUST0149,2022-06-18,2022-06-22,CANCELLED,Net Banking,Mobile App,34803.26,7455.72,49,Chennai,TS
ORD00233,CUST0345,19/06/2022,2022-06-25,returned,credit card,In-Store,38577.03,14777.18,99,Bangalore,NY
ORD00234,CUST0159,06-20-2022,2022-06-22,CANCELLED,COD,IN-STORE,34647.22,1565.43,99,Ahmedabad,GJ
ORD00235,CUST0464,20/06/2022,2022-06-25,SHIPPED,UPI ,IN-STORE,20985.48,224.83,149,Mumbai,GJ
ORD00148,CUST0797,2022-06-21,2022-06-22,CANCELLED,Wallet,online,,3676.52,49,Pune,GJ
ORD00237,CUST0336,06-22-2022,2022-06-27,Shipped,  COD,Mobile App,26572.05,10188.68,99,Kolkata,ON
ORD00238,CUST0648,2022-06-23,2022-06-28,CANCELLED,COD,Mobile App,37150.71,4130.21,49,Delhi,WB
ORD00239,CUST0414,23/06/2022,2022-06-25,Returned,credit card,mobile app,39162.22,10867.33,0,Hyderabad,TN
ORD00240,CUST0058,2022-06-24,2022-06-26,Cancelled,credit card,online,20772.84,4171.17,0,Kolkata,ON
ORD00241,CUST0005,25/06/2022,2022-06-28,returned,COD,Mobile App,32080.57,8511.92,0,Pune,MH
ORD00242,CUST0170,2022-06-26,,pending,  COD,Mobile App,29036.93,8776.18,0,Chennai,GJ
ORD00243,CUST0131,06-26-2022,2022-06-29,SHIPPED,credit card,In-Store,12704.63,3925.22,49,Hyderabad,WB
ORD00244,CUST0256,27/06/2022,2022-06-30,Cancelled,UPI ,In-Store,4748.37,2.8,149,Toronto,RJ
ORD00245,CUST0039,2022-06-28,2022-07-05,Delivered,COD,Online,2814.52,674.45,49,Hyderabad,WB
ORD00246,CUST0133,06-28-2022,2022-07-01,returned,Debit Card,IN-STORE,22368.7,428.8,0,Bangalore,LDN
ORD00247,CUST0230,2022-06-29,2022-07-02,Delivered,credit card,IN-STORE,25927.31,9315.73,0,Mumbai,WB
ORD00248,CUST0919,06-30-2022,,Delivered,Net Banking,online,26481.74,6362.38,149,Mumbai,KA
ORD00087,CUST0977,07-01-2022,2022-07-03,pending,UPI ,Online,38542.67,12841.24,199,Hyderabad,ON
ORD00250,CUST0294,01/07/2022,2022-07-05,Cancelled,Debit Card,Online,33059.62,254.43,49,Bangalore,DL
ORD00251,CUST0040,07-02-2022,,pending,UPI,mobile app,48300.45,18381.4,49,Delhi,TN
ORD00252,CUST0382,07-03-2022,,returned,Credit Card,Mobile App,0.0,417.04,199,New York,RJ
ORD00253,CUST0392,04/07/2022,2022-07-06,Returned,credit card,In-Store,35989.69,12733.99,149,Jaipur,MH
ORD00254,CUST0762,04/07/2022,2022-07-08,returned,Net Banking,In-Store,23665.17,3709.88,0,Kolkata,ON
ORD00255,CUST0480,2022-07-05,2022-07-09,returned,Debit Card,In-Store,42049.53,4038.57,0,Ahmedabad,MH
ORD00256,CUST0463,2022-07-06,2022-07-09,returned,UPI ,Mobile App,40242.79,16004.81,149,Hyderabad,GJ
ORD00257,CUST0874,07/07/2022,2022-07-09,Returned,Wallet,IN-STORE,13301.67,1432.98,99,Ahmedabad,MH
ORD00258,CUST0869,07-07-2022,2022-07-12,Returned,Wallet,online,32582.94,8366.32,99,London,DL
ORD00259,CUST1000,07-08-2022,2022-07-15,delivered,UPI,In-Store,43764.74,15755.14,0,Delhi,GJ
ORD00260,CUST0977,2022-07-09,2022-07-10,pending,WALLET,IN-STORE,14832.23,3927.12,49,Sydney,ON
ORD00261,CUST0105,07-09-2022,2022-07-16,Returned,UPI ,online,18759.36,3060.19,0,Pune,NSW
ORD00262,CUST0189,2022-07-10,2022-07-16,Returned,UPI ,IN-STORE,7894.88,703.68,99,Bangalore,TS
ORD00263,CUST0369,11/07/2022,2022-07-13,Returned,credit card,online,45482.69,10367.8,149,Mumbai,RJ
ORD00264,CUST0081,12/07/2022,2022-07-13,Shipped,Credit Card,Online,,740.37,149,Chennai,TS
ORD00265,CUST0676,07-12-2022,2022-07-19,Delivered,Debit Card,Online,15980.43,5397.94,99,Pune,LDN
ORD00266,CUST0378,2022-07-13,,pending,COD,Online,34950.22,5940.34,199,Delhi,MH
ORD00267,CUST0532,14/07/2022,2022-07-19,SHIPPED,Wallet,Online,40776.11,12881.55,99,New York,TS
ORD00268,CUST0578,2022-07-15,2022-07-16,returned,  COD,mobile app,43697.83,14456.45,99,Surat,LDN
ORD00269,CUST0755,15/07/2022,2022-07-16,Pending,COD,In-Store,27384.54,1301.93,199,Delhi,KA
ORD00179,CUST0045,16/07/2022,2022-07-23,SHIPPED,Credit Card,mobile app,25936.76,2868.04,149,Surat,KA
ORD00271,CUST0846,07-17-2022,2022-07-18,Pending,  COD,Mobile App,48040.44,4435.5,0,Jaipur,MH
ORD00272,CUST0269,17/07/2022,2022-07-18,SHIPPED,Debit Card,In-Store,30255.52,7563.03,199,Pune,GJ
ORD00273,CUST0105,2022-07-18,2022-07-24,delivered,Debit Card,Mobile App,6554.45,1524.5,199,New York,MH
ORD00274,CUST0946,19/07/2022,2022-07-20,Returned,COD,Mobile App,42780.44,11406.59,49,New York,MH
ORD00275,CUST0529,2022-07-20,,Cancelled,COD,IN-STORE,12902.96,3121.65,149,Mumbai,DL
ORD00276,CUST0872,20/07/2022,2022-07-21,Returned,Debit Card,IN-STORE,28227.41,1454.4,149,Toronto,TN
ORD00277,CUST0645,07-21-2022,2022-07-24,pending,Wallet,online,22739.87,8472.11,199,Pune,NSW
ORD00278,CUST0170,2022-07-22,2022-07-26,delivered,UPI ,Mobile App,17303.16,4223.86,199,Kolkata,NSW
ORD00279,CUST0791,07-23-2022,2022-07-30,returned,UPI,mobile app,32899.48,2030.82,199,Pune,NSW
ORD00280,CUST0883,2022-07-23,2022-07-28,Shipped,  COD,mobile app,12472.62,1599.57,199,New York,TN
ORD00281,CUST0520,24/07/2022,2022-07-29,SHIPPED,Debit Card,IN-STORE,20050.88,4128.62,149,Delhi,LDN
ORD00282,CUST0904,07-25-2022,2022-07-28,Delivered,COD,mobile app,45826.59,7952.35,99,Chennai,MH
ORD00283,CUST0931,07-25-2022,2022-07-27,Returned,Net Banking,Mobile App,8716.06,1824.3,99,Chennai,LDN
ORD00284,CUST0013,07-26-2022,2022-07-30,Cancelled,credit card,IN-STORE,4872.72,390.09,199,Pune,MH
ORD00285,CUST0345,07-27-2022,2022-08-01,delivered,Debit Card,mobile app,30014.58,,49,Sydney,GJ
ORD00286,CUST0072,28/07/2022,2022-07-31,returned,Debit Card,online,14550.68,289.09,149,Jaipur,DL
ORD00287,CUST0423,28/07/2022,2022-07-31,CANCELLED,credit card,mobile app,30885.29,9228.44,0,Pune,MH
ORD00288,CUST0413,2022-07-29,2022-08-02,Cancelled,  COD,Online,32637.96,2961.29,0,Mumbai,TS
ORD00289,CUST0442,2022-07-30,2022-08-04,returned,credit card,mobile app,0.0,2459.86,0,Jaipur,DL
ORD00290,CUST0045,07-31-2022,2022-08-02,CANCELLED,Debit Card,IN-STORE,24835.74,1513.05,199,Delhi,GJ
ORD00291,CUST0727,2022-07-31,2022-08-07,delivered,Debit Card,IN-STORE,30683.59,5336.23,99,New York,WB
ORD00292,CUST0556,08-01-2022,2022-08-02,returned,COD,IN-STORE,8072.47,16144.94,49,Hyderabad,TN
ORD00293,CUST0821,08-02-2022,,Delivered,credit card,Online,48484.09,12585.78,0,Chennai,NY
ORD00294,CUST0118,03/08/2022,,pending,Credit Card,online,41599.38,515.5,149,Bangalore,LDN
ORD00295,CUST0871,03/08/2022,2022-08-10,returned,Net Banking,IN-STORE,47126.23,1928.5,99,Sydney,MH
ORD00296,CUST0185,08-04-2022,2022-08-08,returned,credit card,online,6342.61,2378.97,199,Bangalore,DL
ORD00297,CUST0223,2022-08-05,2022-08-06,SHIPPED,Debit Card,Online,1794.37,708.95,99,London,LDN
ORD00298,CUST0594,05/08/2022,2022-08-07,delivered,Debit Card,mobile app,315.26,59.76,99,Surat,LDN
ORD00299,CUST0131,08-06-2022,2022-08-09,CANCELLED,  COD,In-Store,22483.64,3673.75,0,Jaipur,DL
ORD00300,CUST0500,08-07-2022,2022-08-14,delivered,WALLET,Online,16726.96,,99,Sydney,MH
ORD00301,CUST0540,2022-08-08,2022-08-11,pending,UPI,Mobile App,39790.59,4891.91,99,Ahmedabad,GJ
ORD00302,CUST0567,2022-08-08,2022-08-12,CANCELLED,credit card,IN-STORE,11354.36,329.47,49,Kolkata,WB
ORD00303,CUST0301,09/08/2022,2022-08-16,Cancelled,Credit Card,IN-STORE,42535.97,1649.26,0,Kolkata,GJ
ORD00304,CUST0790,08-10-2022,,pending,Wallet,In-Store,32153.94,942.43,99,London,TS
ORD00305,CUST0283,11/08/2022,2022-08-15,delivered,Wallet,online,37902.71,11549.64,49,Chennai,MH
ORD00306,CUST0498,08-11-2022,2022-08-13,SHIPPED,Wallet,IN-STORE,16742.94,4165.74,199,Bangalore,DL
ORD00307,CUST0651,12/08/2022,2022-08-15,CANCELLED,COD,Mobile App,9993.97,1935.95,49,Sydney,NY
ORD00308,CUST0629,08-13-2022,2022-08-15,Shipped,credit card,In-Store,36614.94,11868.59,99,Ahmedabad,TN
ORD00276,CUST0035,2022-08-13,2022-08-16,SHIPPED,Wallet,online,27542.51,55085.02,99,New York,NSW
ORD00310,CUST0598,14/08/2022,2022-08-21,pending,COD,online,47942.57,7977.31,49,Surat,ON
ORD00311,CUST0571,15/08/2022,2022-08-19,CANCELLED,UPI,In-Store,3377.88,1308.83,0,London,WB
ORD00312,CUST0391,08-16-2022,2022-08-17,Returned,credit card,IN-STORE,16135.5,5017.44,199,London,TN
ORD00313,CUST0819,2022-08-16,2022-08-20,Cancelled,  COD,In-Store,1802.39,662.5,199,Mumbai,WB
ORD00314,CUST0199,17/08/2022,,Returned,Net Banking,online,4582.44,1274.06,49,Toronto,ON
ORD00315,CUST0427,18/08/2022,2022-08-22,Delivered,credit card,Mobile App,4015.0,564.79,49,Hyderabad,MH
ORD00316,CUST0085,19/08/2022,2022-08-20,pending,  COD,IN-STORE,40715.76,9093.37,99,Bangalore,LDN
ORD00317,CUST0335,19/08/2022,2022-08-21,Cancelled,COD,Online,27275.99,862.51,0,Chennai,GJ
ORD00318,CUST0144,2022-08-20,2022-08-26,Delivered,Net Banking,In-Store,13102.54,3764.69,199,Chennai,MH
ORD00319,CUST0486,08-21-2022,2022-08-22,pending,UPI ,In-Store,30153.64,1410.87,149,Jaipur,NSW
ORD00320,CUST0401,22/08/2022,2022-08-29,Shipped,UPI ,Online,23692.46,479.33,0,Delhi,MH
ORD00239,CUST0627,2022-08-22,2022-08-26,pending,Debit Card,In-Store,40077.85,11491.51,99,Mumbai,LDN
ORD00322,CUST0331,23/08/2022,,pending,COD,In-Store,13886.94,102.07,49,Kolkata,MH
ORD00323,CUST0850,08-24-2022,2022-08-25,SHIPPED,Credit Card,In-Store,-500.0,1949.06,199,Mumbai,TS
ORD00324,CUST0565,2022-08-24,2022-08-25,Shipped,Net Banking,In-Store,19743.45,1266.1,0,London,DL
ORD00325,CUST0830,25/08/2022,2022-09-01,Cancelled,COD,IN-STORE,41056.31,9109.29,99,Toronto,GJ
ORD00326,CUST0832,26/08/2022,2022-08-27,delivered,COD,Mobile App,,204.61,199,Jaipur,TN
ORD00327,CUST0877,08-27-2022,2022-08-28,Delivered,Wallet,Mobile App,30443.22,4115.27,149,Surat,GJ
ORD00328,CUST0879,27/08/2022,2022-09-02,Delivered,COD,IN-STORE,30055.63,10422.71,49,Delhi,KA
ORD00329,CUST0289,08-28-2022,,pending,Wallet,Online,10084.37,3761.63,199,London,KA
ORD00330,CUST0311,08-29-2022,2022-08-31,CANCELLED,WALLET,online,42515.21,8556.4,199,Sydney,TN
ORD00331,CUST0311,2022-08-30,2022-09-03,CANCELLED,Wallet,Online,42037.54,8195.34,199,Ahmedabad,TS
ORD00332,CUST0160,30/08/2022,2022-09-01,Cancelled,credit card,Mobile App,24200.1,9378.23,199,Mumbai,KA
ORD00333,CUST0016,31/08/2022,2022-09-06,SHIPPED,credit card,online,35810.37,8587.11,199,Mumbai,WB
ORD00334,CUST0149,09-01-2022,2022-09-03,returned,Credit Card,In-Store,41134.0,10352.63,99,Pune,NSW
ORD00335,CUST0164,2022-09-01,2022-09-07,Pending,Credit Card,mobile app,10064.64,3446.77,49,Bangalore,LDN
ORD00336,CUST0819,02/09/2022,2022-09-05,Pending,Net Banking,Online,4902.8,1053.34,199,Bangalore,GJ
ORD00337,CUST0266,09-03-2022,2022-09-06,Cancelled,Credit Card,Mobile App,8234.17,1315.3,49,Surat,NSW
ORD00338,CUST0711,2022-09-04,2022-09-05,Cancelled,Debit Card,mobile app,32844.27,424.99,149,Delhi,RJ
ORD00339,CUST0569,04/09/2022,2022-09-11,CANCELLED,Debit Card,mobile app,8030.72,58.11,49,Jaipur,ON
ORD00340,CUST0153,2022-09-05,2022-09-06,delivered,WALLET,IN-STORE,449.82,85.9,99,Hyderabad,ON
ORD00341,CUST0258,06/09/2022,2022-09-08,Returned,credit card,In-Store,24064.36,6720.92,0,Pune,GJ
ORD00342,CUST0550,2022-09-07,2022-09-10,Delivered,UPI,online,33977.69,1869.95,49,Ahmedabad,NSW
ORD00152,CUST0558,09-07-2022,2022-09-13,Cancelled,UPI,IN-STORE,14534.85,4336.61,199,Sydney,MH
ORD00344,CUST0857,08/09/2022,2022-09-12,Cancelled,UPI ,online,28871.3,4864.52,149,New York,LDN
ORD00345,CUST0403,09-09-2022,,SHIPPED,UPI,Mobile App,6700.3,1092.0,49,Toronto,TN
ORD00346,CUST0196,10/09/2022,2022-09-11,returned,Net Banking,online,18858.75,20.94,49,Sydney,NSW
ORD00347,CUST0742,10/09/2022,2022-09-11,returned,  COD,online,,5705.8,99,Hyderabad,NY
ORD00348,CUST0073,09-11-2022,2022-09-13,returned,credit card,mobile app,27820.65,4990.18,49,Surat,KA
ORD00349,CUST0251,12/09/2022,2022-09-17,delivered,WALLET,online,2516.09,934.1,0,Sydney,TN
ORD00350,CUST0890,12/09/2022,2022-09-18,Pending,UPI ,Mobile App,19850.91,3445.9,0,Toronto,NY
ORD00351,CUST0473,09-13-2022,2022-09-16,CANCELLED,COD,Online,26592.0,53184.0,149,Kolkata,NSW
ORD00352,CUST0241,2022-09-14,2022-09-20,delivered,UPI,online,29429.64,128.89,49,Pune,RJ
ORD00353,CUST0474,2022-09-15,,Delivered,Debit Card,Online,49422.99,1160.5,49,Surat,DL
ORD00030,CUST0079,15/09/2022,2022-09-18,Pending,UPI ,In-Store,6849.26,1666.59,99,Surat,KA
ORD00355,CUST0308,09-16-2022,2022-09-18,Cancelled,Net Banking,online,47143.61,14274.63,199,Mumbai,RJ
ORD00356,CUST0376,09-17-2022,2022-09-18,Shipped,credit card,online,11640.13,522.01,49,Pune,DL
ORD00357,CUST0043,09-18-2022,,Pending,  COD,online,31201.72,6657.78,0,Sydney,GJ
ORD00358,CUST0232,18/09/2022,2022-09-20,SHIPPED,Net Banking,Mobile App,17505.96,5705.04,149,Bangalore,DL
ORD00359,CUST0966,2022-09-19,,delivered,  COD,online,12963.7,1417.47,199,Ahmedabad,ON
ORD00360,CUST0076,09-20-2022,2022-09-26,Cancelled,Wallet,Online,14362.92,3199.12,199,Mumbai,NSW
ORD00361,CUST0858,20/09/2022,,Pending,Credit Card,Online,16535.95,3398.43,0,London,RJ
ORD00362,CUST0856,21/09/2022,2022-09-27,pending,WALLET,mobile app,6126.7,1343.03,149,Bangalore,NSW
ORD00363,CUST0893,2022-09-22,2022-09-24,Cancelled,Wallet,online,10646.93,3774.61,99,Pune,GJ
ORD00364,CUST0113,23/09/2022,2022-09-28,delivered,UPI ,online,20366.61,7062.78,199,Surat,NY
ORD00365,CUST0936,2022-09-23,2022-09-28,delivered,Credit Card,mobile app,6255.06,1542.58,0,Surat,LDN
ORD00366,CUST0546,2022-09-24,2022-09-27,Shipped,WALLET,In-Store,702.37,272.38,149,Kolkata,GJ
ORD00367,CUST0033,25/09/2022,,Returned,Net Banking,In-Store,7063.03,1530.59,0,Delhi,ON
ORD00368,CUST0713,26/09/2022,,returned,COD,IN-STORE,43198.27,2665.56,149,Delhi,TN
ORD00114,CUST0157,26/09/2022,2022-09-30,pending,Credit Card,In-Store,6640.98,938.55,0,Toronto,MH
ORD00370,CUST0390,09-27-2022,2022-09-28,Pending,WALLET,Online,3643.21,1391.55,0,Hyderabad,NSW
ORD00371,CUST0696,28/09/2022,2022-10-03,Returned,WALLET,In-Store,36319.2,13817.68,149,Chennai,TS
ORD00372,CUST0390,09-29-2022,,returned,Debit Card,mobile app,21220.01,2944.16,149,Pune,NY
ORD00373,CUST0647,29/09/2022,2022-10-05,Delivered,credit card,mobile app,9044.21,1093.34,49,Jaipur,GJ
ORD00374,CUST0602,30/09/2022,2022-10-01,Cancelled,Wallet,IN-STORE,22172.65,2353.39,149,Sydney,LDN
ORD00375,CUST0832,2022-10-01,2022-10-05,Pending,Credit Card,In-Store,18331.81,711.82,99,Chennai,NY
ORD00376,CUST0125,10-01-2022,2022-10-07,Pending,  COD,Online,23430.16,509.97,149,Mumbai,NSW
ORD00377,CUST0943,2022-10-02,2022-10-08,Cancelled,Debit Card,IN-STORE,4089.6,1051.82,199,Hyderabad,LDN
ORD00378,CUST0270,03/10/2022,2022-10-06,Returned,Debit Card,In-Store,21792.89,6482.03,99,Sydney,MH
ORD00379,CUST0807,04/10/2022,2022-10-11,pending,Net Banking,IN-STORE,10818.92,1428.52,0,Mumbai,KA
ORD00380,CUST0125,2022-10-04,2022-10-08,pending,credit card,online,16181.23,3930.57,99,New York,NSW
ORD00381,CUST0619,05/10/2022,2022-10-12,Shipped,COD,IN-STORE,19859.8,7585.22,99,Ahmedabad,DL
ORD00382,CUST0781,2022-10-06,2022-10-09,Returned,Credit Card,In-Store,9368.2,910.17,149,Ahmedabad,DL
ORD00383,CUST0255,2022-10-07,2022-10-09,SHIPPED,Net Banking,online,4526.24,480.43,0,London,KA
ORD00384,CUST0686,2022-10-07,2022-10-08,returned,COD,IN-STORE,9361.87,95.62,99,London,GJ
ORD00385,CUST0588,08/10/2022,2022-10-11,delivered,  COD,Mobile App,9563.72,3126.88,199,London,LDN
ORD00386,CUST0419,09/10/2022,2022-10-11,Delivered,COD,online,34162.36,2874.19,149,Pune,MH
ORD00387,CUST0007,09/10/2022,2022-10-14,returned,  COD,In-Store,43442.0,16013.75,99,Delhi,GJ
ORD00388,CUST0393,10-10-2022,2022-10-11,Cancelled,COD,online,19799.68,6366.74,149,Chennai,WB
ORD00389,CUST0088,10-11-2022,2022-10-16,delivered,Net Banking,Mobile App,32671.77,3375.48,149,Mumbai,TN
ORD00390,CUST0026,2022-10-12,2022-10-14,delivered,UPI ,mobile app,46659.3,2976.0,199,Kolkata,ON
ORD00391,CUST0271,12/10/2022,2022-10-15,delivered,UPI ,In-Store,-500.0,231.82,49,Delhi,NSW
ORD00392,CUST0466,2022-10-13,2022-10-14,delivered,Credit Card,IN-STORE,49579.61,1294.2,199,Mumbai,GJ
ORD00393,CUST0954,2022-10-14,,pending,Credit Card,In-Store,8841.84,986.4,49,Surat,NSW
ORD00394,CUST0802,15/10/2022,2022-10-22,Delivered,credit card,In-Store,33026.16,7987.71,199,Toronto,TN
ORD00395,CUST0807,15/10/2022,,Pending,UPI,Online,40004.8,7733.27,99,Bangalore,DL
ORD00396,CUST0095,10-16-2022,2022-10-21,Delivered,UPI ,Mobile App,13509.58,1848.63,149,Bangalore,DL
ORD00397,CUST0895,10-17-2022,2022-10-20,Delivered,WALLET,mobile app,16248.01,3694.11,199,Delhi,TS
ORD00398,CUST0514,2022-10-18,2022-10-19,SHIPPED,Wallet,Mobile App,47973.98,2385.59,0,Kolkata,GJ
ORD00399,CUST0582,18/10/2022,2022-10-22,Shipped,WALLET,mobile app,14288.87,1405.2,49,Jaipur,NSW
ORD00400,CUST0854,2022-10-19,2022-10-24,pending,Wallet,IN-STORE,49645.47,14391.35,49,Surat,TN
ORD00401,CUST0763,20/10/2022,2022-10-26,Returned,Debit Card,online,23425.23,2045.9,0,Ahmedabad,TN
ORD00402,CUST0128,20/10/2022,2022-10-23,Shipped,COD,IN-STORE,35022.19,473.08,149,Hyderabad,DL
ORD00317,CUST0851,10-21-2022,2022-10-26,Cancelled,UPI,In-Store,0.0,8869.86,149,Pune,MH
ORD00404,CUST0105,10-22-2022,2022-10-26,SHIPPED,WALLET,mobile app,11978.21,3821.39,99,Toronto,RJ
ORD00023,CUST0835,10-23-2022,2022-10-30,Returned,Wallet,Online,25220.83,3069.23,99,Chennai,RJ
ORD00406,CUST0595,2022-10-23,2022-10-28,Returned,COD,online,32051.63,10142.23,99,Sydney,WB
ORD00407,CUST0824,24/10/2022,2022-10-27,delivered,COD,online,24853.34,183.94,149,Ahmedabad,KA
ORD00408,CUST0819,2022-10-25,2022-10-27,returned,WALLET,mobile app,25366.34,4343.0,149,Delhi,TN
ORD00409,CUST0631,2022-10-26,2022-10-30,Returned,credit card,online,-500.0,81.77,49,Hyderabad,MH
ORD00410,CUST0129,2022-10-26,,pending,credit card,Online,20301.41,6535.84,99,Ahmedabad,NSW
ORD00411,CUST0752,10-27-2022,2022-10-29,SHIPPED,WALLET,Mobile App,47197.45,16670.86,99,Chennai,WB
ORD00412,CUST0323,28/10/2022,2022-11-02,Shipped,Wallet,IN-STORE,14207.95,2545.02,99,Sydney,LDN
ORD00413,CUST0868,28/10/2022,2022-11-01,Pending,COD,Mobile App,10522.4,2200.1,49,Bangalore,ON
ORD00414,CUST0971,2022-10-29,2022-11-04,Shipped,UPI,In-Store,28579.57,5537.64,199,Mumbai,MH
ORD00415,CUST0388,2022-10-30,2022-11-03,CANCELLED,Debit Card,Online,42121.47,10078.1,0,Hyderabad,ON
ORD00416,CUST0980,31/10/2022,2022-11-07,returned,UPI ,In-Store,25353.7,348.68,199,Chennai,GJ
ORD00417,CUST0674,10-31-2022,2022-11-07,Cancelled,Wallet,In-Store,808.88,91.27,49,Delhi,TS
ORD00418,CUST0693,2022-11-01,2022-11-03,returned,credit card,Mobile App,43632.43,5176.53,49,Surat,NY
ORD00419,CUST0614,2022-11-02,2022-11-03,Shipped,UPI,mobile app,29564.83,10562.78,0,Bangalore,NSW
ORD00420,CUST0147,11-03-2022,2022-11-09,Pending,UPI ,Mobile App,27447.83,7728.09,199,Ahmedabad,MH
ORD00421,CUST0910,2022-11-03,2022-11-06,pending,Wallet,In-Store,43364.49,1809.68,199,Hyderabad,MH
ORD00422,CUST0312,11-04-2022,2022-11-11,Delivered,UPI,Mobile App,11476.12,74.75,0,Chennai,TN
ORD00423,CUST0744,11-05-2022,2022-11-09,SHIPPED,  COD,IN-STORE,37091.49,14654.26,49,Toronto,NSW
ORD00424,CUST0498,11-05-2022,2022-11-08,delivered,Credit Card,mobile app,29619.76,6291.88,99,Delhi,RJ
ORD00425,CUST0420,06/11/2022,2022-11-07,Delivered,Credit Card,Mobile App,41352.87,15369.11,49,Bangalore,DL
ORD00426,CUST0574,11-07-2022,2022-11-11,pending,Debit Card,IN-STORE,37351.51,10399.9,0,Kolkata,RJ
ORD00427,CUST0566,08/11/2022,2022-11-11,SHIPPED,credit card,IN-STORE,26365.14,9586.3,49,Kolkata,ON
ORD00428,CUST0686,2022-11-08,2022-11-14,Shipped,Debit Card,Online,27347.21,5284.34,99,Kolkata,MH
ORD00429,CUST0796,09/11/2022,2022-11-14,Pending,UPI ,Online,14577.14,2261.98,0,Pune,TN
ORD00359,CUST0217,11-10-2022,2022-11-14,Pending,Net Banking,IN-STORE,36591.24,10214.93,99,Kolkata,LDN
ORD00431,CUST0297,11-11-2022,2022-11-12,Pending,COD,mobile app,15366.77,4595.24,199,Sydney,WB
ORD00432,CUST0065,11-11-2022,2022-11-12,CANCELLED,COD,Mobile App,48430.04,7582.5,99,Mumbai,TS
ORD00433,CUST0993,12/11/2022,2022-11-14,Cancelled,UPI ,online,31214.25,7084.0,149,Bangalore,RJ
ORD00434,CUST0047,11-13-2022,2022-11-18,Delivered,WALLET,Mobile App,12147.95,18.01,199,Chennai,MH
ORD00435,CUST0226,2022-11-14,2022-11-19,delivered,COD,Online,10146.4,3263.02,0,Chennai,LDN
ORD00436,CUST0269,11-14-2022,2022-11-16,SHIPPED,Wallet,In-Store,44014.84,-100.0,149,Kolkata,DL
ORD00437,CUST0081,11-15-2022,2022-11-19,Returned,WALLET,Mobile App,16200.31,5837.74,149,Delhi,NY
ORD00438,CUST0288,11-16-2022,2022-11-19,Returned,UPI,In-Store,13961.37,2788.15,199,Kolkata,MH
ORD00439,CUST0096,16/11/2022,,SHIPPED,Net Banking,Online,37605.23,5392.2,149,Pune,MH
ORD00440,CUST0203,2022-11-17,2022-11-22,CANCELLED,Wallet,Online,-500.0,1634.66,99,Pune,KA
ORD00441,CUST0774,11-18-2022,2022-11-25,delivered,Debit Card,online,22375.9,4663.31,149,Jaipur,DL
ORD00442,CUST0072,2022-11-19,2022-11-20,Cancelled,credit card,mobile app,14629.39,336.42,0,Mumbai,RJ
ORD00443,CUST0529,2022-11-19,2022-11-24,Delivered,Net Banking,In-Store,16322.3,1004.84,99,Kolkata,KA
ORD00444,CUST0107,2022-11-20,2022-11-26,Returned,  COD,online,38515.03,,149,Toronto,TS
ORD00445,CUST0114,2022-11-21,2022-11-23,delivered,Net Banking,IN-STORE,10159.39,,199,Bangalore,DL
ORD00446,CUST0967,2022-11-22,2022-11-23,delivered,UPI,mobile app,41841.22,13733.66,0,Hyderabad,LDN
ORD00447,CUST0879,22/11/2022,2022-11-25,delivered,credit card,Online,47920.74,7824.68,0,Ahmedabad,TS
ORD00448,CUST0876,23/11/2022,2022-11-29,delivered,COD,online,46836.83,2882.96,49,Pune,MH
ORD00449,CUST0576,2022-11-24,2022-11-30,returned,  COD,mobile app,8750.59,2790.79,99,Pune,RJ
ORD00450,CUST0649,11-24-2022,,delivered,WALLET,Online,36820.64,3289.39,199,Pune,DL
ORD00451,CUST0107,25/11/2022,2022-11-30,Delivered,UPI ,Mobile App,,382.28,199,Bangalore,GJ
ORD00452,CUST0320,2022-11-26,,Pending,Debit Card,IN-STORE,41201.26,7838.63,149,Kolkata,MH
ORD00453,CUST0010,2022-11-27,2022-12-03,SHIPPED,Credit Card,mobile app,44776.66,15719.11,49,Ahmedabad,KA
ORD00454,CUST0972,2022-11-27,,Cancelled,Credit Card,mobile app,7727.54,830.64,49,Bangalore,RJ
ORD00455,CUST0351,2022-11-28,2022-11-29,delivered,Debit Card,In-Store,26378.68,3153.03,0,Mumbai,TS
ORD00456,CUST0944,11-29-2022,2022-12-05,SHIPPED,UPI ,online,38526.69,11585.62,149,New York,WB
ORD00457,CUST0088,2022-11-30,2022-12-02,Delivered,Credit Card,Mobile App,49185.12,11273.96,149,Chennai,DL
ORD00458,CUST0715,30/11/2022,2022-12-03,pending,UPI ,mobile app,28694.56,7768.54,99,Kolkata,WB
ORD00459,CUST0721,2022-12-01,2022-12-07,pending,  COD,IN-STORE,0.0,1542.26,149,New York,NY
ORD00460,CUST0238,2022-12-02,2022-12-05,pending,Debit Card,Online,13586.22,3536.08,0,Ahmedabad,RJ
ORD00461,CUST0161,2022-12-03,2022-12-10,CANCELLED,UPI,Online,17753.33,3766.87,49,London,GJ
ORD00462,CUST0323,12-03-2022,2022-12-04,returned,WALLET,mobile app,42092.43,295.69,49,Mumbai,RJ
ORD00463,CUST0652,2022-12-04,2022-12-08,Returned,COD,online,11445.15,2579.83,149,Bangalore,GJ
ORD00464,CUST0119,2022-12-05,2022-12-06,Cancelled,Wallet,mobile app,26676.26,4911.38,199,Ahmedabad,NY
