order_id,store_id,datetime,customer_id,item_id,quantity,total_amount,payment_mode,customer_type
ORD00319,103,2026-05-26 08:53:13,CUST-0012,35,1,275,Cash,mobile-app
ORD00320,104,2026-05-26 09:14:00,CUST-0130,17,3,1125,UPI,mobile-app
ORD00321,105,2026-05-26 19:47:54,CUST-0116,31,1,365,Cash,walk-in
ORD00322,102,2026-05-26 08:45:04,CUST-0082,13,2,470,UPI,mobile-app
ORD00323,103,2026-05-26 21:20:37,CUST-0077,23,1,325,Cash,mobile-app
ORD00324,102,2026-05-26 15:46:50,CUST-0074,25,3,885,Cash,walk-in
ORD00325,102,2026-05-26 15:57:24,CUST-0290,29,2,430,Card,mobile-app
ORD00326,104,2026-05-26 21:39:19,CUST-0329,26,3,585,Cash,mobile-app
ORD00327,101,2026-05-26 17:48:02,CUST-0050,16,1,365,Cash,mobile-app
ORD00328,105,2026-05-26 20:14:30,CUST-0335,17,1,375,UPI,mobile-app
ORD00329,102,2026-05-26 20:36:10,CUST-0102,24,1,325,Cash,mobile-app
ORD00330,102,2026-05-26 13:09:00,CUST-0322,30,3,1095,Cash,walk-in
ORD00331,101,2026-05-26 17:58:47,CUST-0309,29,4,860,UPI,mobile-app
ORD00332,103,2026-05-26 07:50:16,CUST-0212,9,3,705,UPI,mobile-app
ORD00333,103,2026-05-26 14:11:04,CUST-0245,14,1,245,UPI,mobile-app
ORD00334,102,2026-05-26 14:51:25,CUST-0213,4,2,390,UPI,mobile-app
ORD00335,105,2026-05-26 08:54:07,CUST-0277,12,2,350,UPI,walk-in
ORD00336,104,2026-05-26 07:15:02,CUST-0001,1,1,245,Cash,walk-in
ORD00337,101,2026-05-26 16:49:10,CUST-0299,24,1,325,Cash,mobile-app
ORD00338,105,2026-05-26 14:06:12,CUST-0297,24,1,325,UPI,mobile-app
ORD00339,101,2026-05-26 07:00:24,CUST-0319,16,1,365,Cash,mobile-app
ORD00340,103,2026-05-26 12:55:02,CUST-0108,13,3,705,UPI,mobile-app
ORD00341,103,2026-05-26 21:17:12,CUST-0111,35,3,825,Cash,mobile-app
ORD00342,101,2026-05-26 18:09:09,CUST-0014,8,3,585,UPI,walk-in
ORD00343,105,2026-05-26 14:20:10,CUST-0045,16,2,730,UPI,mobile-app
ORD00344,104,2026-05-26 10:20:26,CUST-0337,20,1,160,Cash,mobile-app
ORD00345,103,2026-05-26 18:17:18,CUST-0237,21,5,975,Card,walk-in
ORD00346,102,2026-05-26 15:42:13,CUST-0042,13,3,705,Cash,mobile-app
ORD00347,105,2026-05-26 21:56:47,CUST-0175,2,2,470,UPI,mobile-app
ORD00348,101,2026-05-26 10:26:33,CUST-0072,2,3,705,Cash,mobile-app
ORD00349,103,2026-05-26 13:34:22,CUST-0317,33,2,730,UPI,walk-in
ORD00350,105,2026-05-26 15:38:48,CUST-0143,14,1,245,Card,mobile-app
ORD00351,102,2026-05-26 13:20:58,CUST-0304,22,8,1280,Cash,mobile-app
ORD00352,104,2026-05-26 21:55:00,CUST-0225,32,1,325,UPI,walk-in
ORD00353,105,2026-05-26 15:24:06,CUST-0251,10,3,555,Card,mobile-app
ORD00354,103,2026-05-26 14:00:20,CUST-0287,11,1,215,UPI,mobile-app
ORD00355,105,2026-05-26 16:50:31,CUST-0122,1,3,735,UPI,mobile-app
ORD00356,105,2026-05-26 19:45:21,CUST-0109,13,2,470,Cash,mobile-app
ORD00357,101,2026-05-26 19:11:45,CUST-0183,23,1,325,UPI,mobile-app
ORD00358,105,2026-05-26 13:29:17,CUST-0256,18,2,690,Cash,walk-in
ORD00359,103,2026-05-26 12:10:09,CUST-0054,9,1,235,UPI,mobile-app
ORD00360,104,2026-05-26 08:35:31,CUST-0070,30,2,730,Card,mobile-app
ORD00361,102,2026-05-26 21:05:44,CUST-0229,16,1,365,Cash,mobile-app
ORD00362,105,2026-05-26 13:21:59,CUST-0271,29,3,645,Cash,walk-in
ORD00363,104,2026-05-26 12:09:23,CUST-0206,31,3,1095,UPI,mobile-app
ORD00364,101,2026-05-26 09:58:44,CUST-0151,9,1,235,Cash,walk-in
ORD00365,101,2026-05-26 10:55:41,CUST-0164,13,1,235,UPI,walk-in
ORD00366,105,2026-05-26 16:56:44,CUST-0023,31,1,365,Cash,mobile-app
ORD00367,101,2026-05-26 17:29:35,CUST-0034,6,1,175,Cash,mobile-app
ORD00368,105,2026-05-26 15:57:59,CUST-0299,21,1,195,Cash,walk-in
ORD00369,104,2026-05-26 13:15:54,CUST-0331,28,2,630,UPI,mobile-app
ORD00370,102,2026-05-26 17:35:15,CUST-0305,26,2,390,Cash,walk-in
ORD00371,104,2026-05-26 15:37:56,CUST-0021,16,1,365,UPI,mobile-app
ORD00372,105,2026-05-26 11:16:04,CUST-0287,10,3,555,UPI,mobile-app
ORD00373,101,2026-05-26 10:00:47,CUST-0202,18,2,690,UPI,mobile-app
ORD00374,104,2026-05-26 18:11:24,CUST-0044,10,6,1110,UPI,walk-in
ORD00375,104,2026-05-26 10:51:53,CUST-0077,9,3,705,UPI,walk-in
ORD00376,104,2026-05-26 21:54:47,CUST-0194,17,1,375,UPI,walk-in
ORD00377,105,2026-05-26 11:18:44,CUST-0192,35,2,550,Cash,mobile-app
ORD00378,103,2026-05-26 14:17:10,CUST-0201,2,4,940,UPI,mobile-app
ORD00379,101,2026-05-26 12:51:36,CUST-0033,4,3,585,Cash,mobile-app
ORD00380,104,2026-05-26 19:59:32,CUST-0155,18,7,2415,Cash,mobile-app
ORD00381,101,2026-05-26 21:55:09,CUST-0332,30,1,365,Cash,mobile-app
ORD00382,105,2026-05-26 13:44:37,CUST-0008,35,5,1375,Cash,mobile-app
ORD00383,104,2026-05-26 07:31:43,CUST-0165,26,5,975,UPI,mobile-app
ORD00384,104,2026-05-26 16:26:08,CUST-0147,27,3,1035,Cash,mobile-app
ORD00385,101,2026-05-26 10:03:37,CUST-0062,18,1,345,Cash,mobile-app
ORD00386,104,2026-05-26 10:30:35,CUST-0253,15,8,2760,Cash,mobile-app
ORD00387,105,2026-05-26 14:32:25,CUST-0042,9,2,470,UPI,mobile-app
ORD00388,104,2026-05-26 10:20:35,CUST-0055,13,1,235,Card,mobile-app
ORD00389,105,2026-05-26 09:31:52,CUST-0311,21,1,195,Cash,mobile-app
ORD00390,101,2026-05-26 20:22:59,CUST-0242,3,2,430,Cash,walk-in
ORD00391,103,2026-05-26 14:31:16,CUST-0039,14,2,490,Cash,mobile-app
ORD00392,102,2026-05-26 17:54:01,CUST-0240,21,1,195,Cash,walk-in
ORD00393,104,2026-05-26 18:42:40,CUST-0232,23,3,975,UPI,mobile-app
ORD00394,104,2026-05-26 20:27:10,CUST-0120,22,1,160,UPI,mobile-app
ORD00395,102,2026-05-26 08:24:59,CUST-0126,17,1,375,Card,mobile-app
ORD00396,102,2026-05-26 10:49:47,CUST-0340,25,1,295,UPI,mobile-app
ORD00397,105,2026-05-26 11:54:16,CUST-0087,16,1,365,Cash,mobile-app
ORD00398,105,2026-05-26 21:24:13,CUST-0116,21,1,195,Cash,mobile-app
ORD00399,105,2026-05-26 17:13:17,CUST-0320,25,1,295,Cash,mobile-app
ORD00400,103,2026-05-26 19:18:32,CUST-0113,20,1,160,Card,mobile-app
ORD00401,102,2026-05-26 13:22:39,CUST-0041,21,1,195,Cash,walk-in
ORD00402,104,2026-05-26 13:30:35,CUST-0021,2,1,235,UPI,walk-in
ORD00403,103,2026-05-26 18:21:50,CUST-0153,18,4,1380,Card,mobile-app
ORD00404,102,2026-05-26 08:25:51,CUST-0305,23,1,325,UPI,walk-in
ORD00405,101,2026-05-26 09:37:44,CUST-0124,31,3,1095,Cash,mobile-app
ORD00406,104,2026-05-26 12:57:45,CUST-0224,13,2,470,Cash,walk-in
ORD00407,101,2026-05-26 21:59:00,CUST-0069,32,2,650,UPI,mobile-app
ORD00408,103,2026-05-26 08:29:05,CUST-0096,2,1,235,UPI,mobile-app
ORD00409,101,2026-05-26 08:53:26,CUST-0304,1,3,735,Cash,walk-in
ORD00410,104,2026-05-26 08:48:20,CUST-0252,26,2,390,UPI,walk-in
ORD00411,103,2026-05-26 09:50:35,CUST-0326,25,6,1770,Cash,mobile-app
ORD00412,102,2026-05-26 13:48:34,CUST-0108,4,2,390,Cash,mobile-app
ORD00413,101,2026-05-26 09:39:29,CUST-0286,19,1,160,Card,walk-in
ORD00414,105,2026-05-26 10:38:42,CUST-0002,11,1,215,UPI,mobile-app
ORD00415,101,2026-05-26 10:54:40,CUST-0296,12,3,525,Card,mobile-app
ORD00416,101,2026-05-26 08:01:39,CUST-0171,21,2,390,Card,walk-in
ORD00417,101,2026-05-26 19:33:32,CUST-0257,31,8,2920,Cash,mobile-app
ORD00418,104,2026-05-26 15:31:45,CUST-0214,35,2,550,UPI,walk-in
ORD00419,104,2026-05-26 13:37:20,CUST-0014,26,1,195,Cash,walk-in
ORD00420,101,2026-05-26 09:54:11,CUST-0086,25,1,295,UPI,mobile-app
ORD00421,102,2026-05-26 11:24:29,CUST-0229,19,1,160,UPI,mobile-app
ORD00422,101,2026-05-26 09:09:35,CUST-0120,1,1,245,Card,mobile-app
ORD00423,105,2026-05-26 16:03:54,CUST-0276,30,1,365,Cash,mobile-app
ORD00424,105,2026-05-26 16:09:18,CUST-0194,19,2,320,Cash,mobile-app
ORD00425,102,2026-05-26 19:42:12,CUST-0158,14,2,490,UPI,walk-in
ORD00426,104,2026-05-26 19:12:31,CUST-0154,13,1,235,Cash,mobile-app
ORD00427,101,2026-05-26 18:38:06,CUST-0108,7,3,735,UPI,mobile-app
ORD00428,101,2026-05-26 19:47:08,CUST-0148,21,2,390,Cash,mobile-app
ORD00429,101,2026-05-26 21:50:41,CUST-0167,7,2,490,UPI,mobile-app
ORD00430,105,2026-05-26 14:35:35,CUST-0168,24,2,650,UPI,mobile-app
ORD00431,102,2026-05-26 21:16:55,CUST-0183,28,2,630,Card,walk-in
ORD00432,103,2026-05-26 18:57:25,CUST-0145,28,1,315,Cash,mobile-app
ORD00433,104,2026-05-26 14:28:54,CUST-0200,27,1,345,Cash,mobile-app
ORD00434,103,2026-05-26 12:04:35,CUST-0032,18,2,690,UPI,mobile-app
ORD00435,104,2026-05-26 15:23:52,CUST-0038,13,4,940,Cash,mobile-app
ORD00436,102,2026-05-26 07:34:03,CUST-0239,13,1,235,Cash,walk-in
ORD00437,103,2026-05-26 14:25:48,CUST-0292,3,3,645,UPI,walk-in
ORD00438,105,2026-05-26 13:38:31,CUST-0313,7,3,735,Cash,mobile-app
ORD00439,105,2026-05-26 08:25:52,CUST-0218,16,2,730,Cash,walk-in
ORD00440,102,2026-05-26 11:31:46,CUST-0015,32,3,975,UPI,mobile-app
ORD00441,104,2026-05-26 09:36:41,CUST-0323,10,1,185,UPI,mobile-app
ORD00442,101,2026-05-26 10:39:09,CUST-0179,8,8,1560,Cash,mobile-app
ORD00443,101,2026-05-26 18:35:26,CUST-0193,31,2,730,Cash,walk-in
ORD00444,103,2026-05-26 20:25:33,CUST-0268,27,1,345,Cash,mobile-app
ORD00445,104,2026-05-26 09:46:19,CUST-0207,25,5,1475,UPI,mobile-app
ORD00446,101,2026-05-26 07:26:34,CUST-0147,6,3,525,Cash,walk-in
ORD00447,103,2026-05-26 13:21:49,CUST-0015,24,2,650,UPI,mobile-app
ORD00448,104,2026-05-26 08:40:23,CUST-0109,24,2,650,Cash,walk-in
ORD00449,102,2026-05-26 14:52:08,CUST-0081,12,2,350,Cash,mobile-app
ORD00450,103,2026-05-26 18:32:14,CUST-0172,28,1,315,Cash,mobile-app
ORD00451,101,2026-05-26 20:32:01,CUST-0162,16,1,365,Cash,mobile-app
ORD00452,104,2026-05-26 14:34:03,CUST-0264,28,2,630,Cash,mobile-app
ORD00453,103,2026-05-26 07:44:45,CUST-0070,8,2,390,Cash,mobile-app
ORD00454,103,2026-05-26 21:10:08,CUST-0326,34,1,265,Cash,mobile-app
ORD00455,101,2026-05-26 16:46:18,CUST-0344,33,1,365,Card,mobile-app
ORD00456,101,2026-05-26 15:30:13,CUST-0238,18,2,690,Cash,mobile-app
ORD00457,103,2026-05-26 10:05:46,CUST-0228,12,1,175,UPI,mobile-app
ORD00458,101,2026-05-26 10:59:52,CUST-0222,14,2,490,Cash,mobile-app
ORD00459,103,2026-05-26 20:59:45,CUST-0055,30,1,365,Cash,walk-in
ORD00460,102,2026-05-26 18:54:20,CUST-0331,33,2,730,Cash,walk-in
ORD00461,102,2026-05-26 13:18:00,CUST-0118,11,3,645,Card,mobile-app
ORD00462,104,2026-05-26 20:33:59,CUST-0232,1,2,490,UPI,mobile-app
ORD00463,102,2026-05-26 11:38:27,CUST-0031,12,5,875,UPI,walk-in
ORD00464,105,2026-05-26 16:17:22,CUST-0139,12,2,350,Cash,mobile-app
ORD00465,101,2026-05-26 12:14:02,CUST-0238,26,1,195,Card,mobile-app
ORD00466,102,2026-05-26 07:25:45,CUST-0236,11,1,215,Cash,mobile-app
ORD00467,105,2026-05-26 09:29:15,CUST-0188,7,1,245,Cash,mobile-app
ORD00468,101,2026-05-26 19:23:49,CUST-0155,34,1,265,Cash,mobile-app
ORD00469,104,2026-05-26 10:12:45,CUST-0150,22,1,160,Card,mobile-app
ORD00470,103,2026-05-26 19:19:02,CUST-0048,33,1,365,UPI,mobile-app
ORD00471,101,2026-05-26 15:31:41,CUST-0218,35,1,275,Cash,mobile-app
ORD00472,101,2026-05-26 21:48:44,CUST-0026,14,8,1960,Cash,walk-in
ORD00473,101,2026-05-26 13:17:43,CUST-0053,21,1,195,Cash,walk-in
ORD00474,103,2026-05-26 21:39:01,CUST-0081,17,1,375,UPI,walk-in
ORD00475,104,2026-05-26 11:20:05,CUST-0141,17,1,375,Cash,mobile-app
ORD00476,105,2026-05-26 10:36:20,CUST-0104,24,1,325,UPI,mobile-app
ORD00477,101,2026-05-26 11:14:35,CUST-0010,16,2,730,Cash,walk-in
ORD00478,102,2026-05-26 12:07:00,CUST-0226,22,1,160,UPI,mobile-app
ORD00479,103,2026-05-26 09:33:14,CUST-0082,2,2,470,Cash,mobile-app
ORD00480,101,2026-05-26 21:06:46,CUST-0184,32,2,650,UPI,mobile-app
ORD00481,101,2026-05-26 19:22:44,CUST-0008,20,1,160,Cash,mobile-app
ORD00482,104,2026-05-26 20:00:46,CUST-0242,14,2,490,Cash,mobile-app
ORD00483,102,2026-05-26 14:57:55,CUST-0099,22,1,160,Card,mobile-app
ORD00484,105,2026-05-26 15:47:27,CUST-0208,8,2,390,UPI,mobile-app
ORD00485,104,2026-05-26 15:06:16,CUST-0050,21,2,390,UPI,walk-in
ORD00486,101,2026-05-26 18:35:25,CUST-0162,6,1,175,Card,mobile-app
ORD00487,102,2026-05-26 13:19:56,CUST-0287,23,1,325,Cash,walk-in
ORD00488,103,2026-05-26 20:18:12,CUST-0069,34,3,795,Cash,walk-in
ORD00489,102,2026-05-26 17:34:53,CUST-0316,6,2,350,UPI,mobile-app
ORD00490,104,2026-05-26 21:45:08,CUST-0285,4,2,390,Cash,mobile-app
ORD00491,101,2026-05-26 09:07:14,CUST-0086,20,3,480,UPI,mobile-app
ORD00492,101,2026-05-26 10:41:43,CUST-0222,5,1,225,Cash,mobile-app
ORD00493,105,2026-05-26 07:04:52,CUST-0052,15,2,690,Card,walk-in
ORD00494,105,2026-05-26 11:27:28,CUST-0161,2,3,705,Card,mobile-app
ORD00495,102,2026-05-26 21:14:46,CUST-0308,23,2,650,Cash,walk-in
ORD00496,103,2026-05-26 19:08:10,CUST-0065,27,2,690,Card,walk-in
ORD00497,102,2026-05-26 13:42:17,CUST-0064,29,1,215,UPI,mobile-app
ORD00498,101,2026-05-26 07:10:56,CUST-0072,19,1,160,UPI,walk-in
ORD00499,101,2026-05-26 12:52:06,CUST-0053,15,1,345,Cash,walk-in
ORD00500,101,2026-05-26 17:15:43,CUST-0230,28,2,630,Cash,walk-in
ORD00501,102,2026-05-26 14:46:46,CUST-0191,26,1,195,UPI,mobile-app
ORD00502,105,2026-05-26 15:57:18,CUST-0146,15,2,690,Cash,mobile-app
ORD00503,102,2026-05-26 09:55:07,CUST-0049,26,2,390,Cash,mobile-app
ORD00504,101,2026-05-26 16:37:41,CUST-0144,33,1,365,Cash,walk-in
ORD00505,101,2026-05-26 16:09:17,CUST-0158,22,1,160,UPI,walk-in
ORD00506,105,2026-05-26 16:15:50,CUST-0046,4,2,390,UPI,mobile-app
ORD00507,104,2026-05-26 19:11:13,CUST-0268,2,2,470,UPI,mobile-app
ORD00508,101,2026-05-26 14:46:27,CUST-0001,14,2,490,UPI,mobile-app
ORD00509,105,2026-05-26 18:55:23,CUST-0159,15,5,1725,Cash,mobile-app
ORD00510,105,2026-05-26 16:23:08,CUST-0158,11,3,645,Cash,mobile-app
ORD00511,105,2026-05-26 10:43:20,CUST-0242,35,3,825,Cash,mobile-app
ORD00512,103,2026-05-26 15:41:15,CUST-0168,30,6,2190,UPI,mobile-app
ORD00513,102,2026-05-26 21:30:49,CUST-0010,35,2,550,Cash,walk-in
ORD00514,103,2026-05-26 14:41:43,CUST-0002,30,4,1460,Cash,walk-in
ORD00515,101,2026-05-26 07:29:19,CUST-0331,21,2,390,UPI,walk-in
ORD00516,103,2026-05-26 10:20:28,CUST-0053,20,1,160,Cash,mobile-app
ORD00517,103,2026-05-26 13:20:43,CUST-0138,3,2,430,UPI,mobile-app
ORD00518,105,2026-05-26 13:21:15,CUST-0083,18,1,345,Cash,mobile-app
ORD00519,101,2026-05-26 17:12:12,CUST-0006,27,1,345,UPI,mobile-app
ORD00520,101,2026-05-26 14:57:21,CUST-0236,12,1,175,Cash,walk-in
ORD00521,103,2026-05-26 18:47:16,CUST-0282,30,2,730,Cash,walk-in
ORD00522,101,2026-05-26 14:06:31,CUST-0287,11,1,215,UPI,walk-in
ORD00523,101,2026-05-26 11:06:57,CUST-0168,24,3,975,Cash,mobile-app
ORD00524,102,2026-05-26 14:28:11,CUST-0079,26,1,195,UPI,walk-in
ORD00525,101,2026-05-26 21:42:13,CUST-0226,35,1,275,Cash,mobile-app
ORD00526,104,2026-05-26 11:17:25,CUST-0220,3,2,430,Cash,mobile-app
ORD00527,103,2026-05-26 07:22:03,CUST-0030,16,1,365,UPI,mobile-app
ORD00528,101,2026-05-26 14:18:58,CUST-0164,19,3,480,Cash,mobile-app
ORD00529,103,2026-05-26 20:51:22,CUST-0234,28,2,630,UPI,walk-in
ORD00530,105,2026-05-26 17:05:10,CUST-0128,13,1,235,Cash,walk-in
ORD00531,103,2026-05-26 12:35:02,CUST-0045,3,1,215,UPI,mobile-app
ORD00532,101,2026-05-26 07:17:29,CUST-0144,29,2,430,Cash,walk-in
ORD00533,101,2026-05-26 20:11:24,CUST-0281,29,4,860,UPI,walk-in
ORD00534,105,2026-05-26 12:43:23,CUST-0099,4,1,195,UPI,walk-in
ORD00535,105,2026-05-26 15:51:41,CUST-0189,7,3,735,UPI,walk-in
ORD00536,104,2026-05-26 19:38:05,CUST-0042,10,2,370,Cash,mobile-app
ORD00537,104,2026-05-26 13:50:20,CUST-0320,35,9,2475,UPI,mobile-app
ORD00538,101,2026-05-26 18:50:37,CUST-0081,1,2,490,UPI,walk-in
ORD00539,103,2026-05-26 09:41:37,CUST-0062,17,1,375,Cash,walk-in
ORD00540,105,2026-05-26 10:56:32,CUST-0349,7,1,245,Cash,mobile-app
ORD00541,103,2026-05-26 12:38:58,CUST-0167,4,3,585,Cash,mobile-app
ORD00542,103,2026-05-26 21:24:19,CUST-0184,31,2,730,Cash,mobile-app
ORD00543,104,2026-05-26 10:59:12,CUST-0121,10,1,185,Cash,walk-in
ORD00544,101,2026-05-26 14:31:48,CUST-0297,3,1,215,UPI,mobile-app
ORD00545,105,2026-05-26 18:10:39,CUST-0074,24,3,975,UPI,mobile-app
ORD00546,102,2026-05-26 19:39:28,CUST-0063,20,1,160,UPI,mobile-app
ORD00547,101,2026-05-26 20:01:26,CUST-0322,26,1,195,UPI,mobile-app
ORD00548,105,2026-05-26 07:25:16,CUST-0207,6,4,700,Cash,mobile-app
ORD00549,104,2026-05-26 21:46:09,CUST-0247,12,5,875,UPI,mobile-app
ORD00550,105,2026-05-26 15:12:41,CUST-0181,18,1,345,Cash,mobile-app
ORD00551,104,2026-05-26 20:12:14,CUST-0081,16,1,365,UPI,mobile-app
ORD00552,101,2026-05-26 12:45:56,CUST-0153,12,4,700,UPI,walk-in
ORD00553,101,2026-05-26 13:50:17,CUST-0100,1,1,245,Cash,mobile-app
ORD00554,103,2026-05-26 16:18:35,CUST-0259,6,1,175,UPI,mobile-app
ORD00555,103,2026-05-26 19:02:20,CUST-0172,12,1,175,Card,walk-in
ORD00556,105,2026-05-26 07:21:20,CUST-0202,21,3,585,UPI,mobile-app
ORD00557,105,2026-05-26 13:17:06,CUST-0111,18,1,345,Cash,mobile-app
ORD00558,101,2026-05-26 19:19:50,CUST-0217,12,2,350,Cash,mobile-app
ORD00559,105,2026-05-26 13:15:18,CUST-0088,34,5,1325,UPI,walk-in
ORD00560,101,2026-05-26 16:53:52,CUST-0272,2,2,470,Cash,walk-in
ORD00561,104,2026-05-26 10:16:14,CUST-0335,10,2,370,Cash,mobile-app
ORD00562,103,2026-05-26 20:15:38,CUST-0119,3,7,1505,UPI,mobile-app
ORD00563,102,2026-05-26 12:47:56,CUST-0236,4,2,390,Card,mobile-app
ORD00564,101,2026-05-26 11:39:21,CUST-0251,7,1,245,UPI,mobile-app
ORD00565,103,2026-05-26 12:28:11,CUST-0172,17,1,375,Cash,mobile-app
ORD00566,101,2026-05-26 16:31:45,CUST-0186,8,1,195,Cash,mobile-app
ORD00567,103,2026-05-26 09:24:34,CUST-0141,28,1,315,Cash,walk-in
ORD00568,101,2026-05-26 14:17:12,CUST-0272,11,2,430,Cash,mobile-app
ORD00569,101,2026-05-26 20:43:50,CUST-0305,16,2,730,Cash,walk-in
ORD00570,104,2026-05-26 07:17:24,CUST-0073,21,1,195,UPI,walk-in
ORD00571,105,2026-05-26 12:23:23,CUST-0193,24,1,325,Cash,mobile-app
ORD00572,105,2026-05-26 07:07:19,CUST-0248,7,2,490,Cash,walk-in
ORD00573,105,2026-05-26 21:19:16,CUST-0281,21,1,195,Cash,mobile-app
ORD00574,103,2026-05-26 12:30:28,CUST-0153,6,2,350,Card,walk-in
ORD00575,102,2026-05-26 21:36:27,CUST-0252,20,2,320,Cash,mobile-app
ORD00576,105,2026-05-26 09:05:24,CUST-0174,27,1,345,UPI,mobile-app
ORD00577,101,2026-05-26 19:54:08,CUST-0006,2,2,470,Cash,walk-in
ORD00578,105,2026-05-26 08:02:21,CUST-0241,32,1,325,UPI,mobile-app
ORD00579,104,2026-05-26 15:54:22,CUST-0116,10,5,925,UPI,walk-in
ORD00580,105,2026-05-26 21:09:11,CUST-0032,14,1,245,Cash,mobile-app
ORD00581,105,2026-05-26 07:13:45,CUST-0246,29,6,1290,UPI,walk-in
ORD00582,102,2026-05-26 21:06:37,CUST-0296,29,1,215,Cash,walk-in
ORD00583,102,2026-05-26 12:47:00,CUST-0142,34,1,265,UPI,mobile-app
ORD00584,103,2026-05-26 20:47:52,CUST-0193,34,3,795,Cash,walk-in
ORD00585,104,2026-05-26 13:00:34,CUST-0299,2,2,470,UPI,walk-in
ORD00586,104,2026-05-26 11:03:52,CUST-0043,2,5,1175,UPI,mobile-app
ORD00587,102,2026-05-26 19:50:23,CUST-0186,11,2,430,Cash,walk-in
ORD00588,102,2026-05-26 15:32:13,CUST-0145,23,3,975,Cash,mobile-app
ORD00589,101,2026-05-26 14:58:46,CUST-0310,30,1,365,Cash,mobile-app
ORD00590,102,2026-05-26 19:54:27,CUST-0213,8,1,195,Cash,mobile-app
ORD00591,101,2026-05-26 17:17:55,CUST-0055,27,2,690,UPI,walk-in
ORD00592,103,2026-05-26 07:04:58,CUST-0191,19,2,320,Cash,mobile-app
ORD00593,102,2026-05-26 07:21:01,CUST-0012,29,1,215,UPI,mobile-app
ORD00594,104,2026-05-26 12:26:53,CUST-0068,13,2,470,Cash,mobile-app
ORD00595,103,2026-05-26 07:38:51,CUST-0324,30,1,365,UPI,mobile-app
ORD00596,103,2026-05-26 07:29:55,CUST-0188,12,1,175,UPI,mobile-app
ORD00597,104,2026-05-26 15:34:49,CUST-0136,33,3,1095,Cash,walk-in
ORD00598,103,2026-05-26 15:48:14,CUST-0226,21,6,1170,Cash,walk-in
ORD00599,104,2026-05-26 16:14:15,CUST-0047,9,2,470,UPI,walk-in
ORD00600,102,2026-05-26 15:06:22,CUST-0095,16,5,1825,Cash,mobile-app
ORD00601,103,2026-05-26 09:03:36,CUST-0209,12,2,350,UPI,walk-in
ORD00602,103,2026-05-26 08:27:58,CUST-0299,35,3,825,Cash,mobile-app
ORD00603,104,2026-05-26 13:13:57,CUST-0314,15,1,345,UPI,mobile-app
ORD00604,104,2026-05-26 19:29:40,CUST-0319,7,1,245,Cash,walk-in
ORD00605,102,2026-05-26 15:21:10,CUST-0233,18,1,345,UPI,walk-in
ORD00606,104,2026-05-26 21:15:04,CUST-0052,10,6,1110,UPI,mobile-app
ORD00607,105,2026-05-26 12:33:01,CUST-0214,8,1,195,Cash,walk-in
ORD00608,103,2026-05-26 08:05:33,CUST-0112,18,1,345,UPI,mobile-app
ORD00609,102,2026-05-26 19:11:04,CUST-0008,25,2,590,Card,walk-in
ORD00610,105,2026-05-26 07:38:21,CUST-0250,21,2,390,UPI,walk-in
ORD00611,101,2026-05-26 09:55:15,CUST-0298,17,1,375,UPI,mobile-app
ORD00612,104,2026-05-26 08:28:22,CUST-0140,13,2,470,Card,mobile-app
ORD00613,105,2026-05-26 09:30:36,CUST-0155,9,2,470,Cash,mobile-app
ORD00614,104,2026-05-26 16:34:12,CUST-0128,16,1,365,Card,mobile-app
ORD00615,105,2026-05-26 16:53:27,CUST-0103,32,2,650,UPI,walk-in
ORD00616,102,2026-05-26 10:59:38,CUST-0090,5,5,1125,Card,walk-in
ORD00617,102,2026-05-26 10:29:17,CUST-0185,34,1,265,UPI,mobile-app
ORD00618,104,2026-05-26 13:05:27,CUST-0303,24,2,650,Cash,mobile-app
ORD00619,103,2026-05-26 12:41:53,CUST-0191,22,5,800,Card,mobile-app
ORD00620,104,2026-05-26 16:58:47,CUST-0086,1,1,245,UPI,walk-in
ORD00621,105,2026-05-26 11:20:32,CUST-0238,18,2,690,Cash,mobile-app
ORD00622,101,2026-05-26 10:30:36,CUST-0342,6,5,875,Cash,walk-in
ORD00623,102,2026-05-26 19:47:37,CUST-0190,18,3,1035,Cash,walk-in
ORD00624,104,2026-05-26 09:39:58,CUST-0173,22,3,480,UPI,mobile-app
ORD00625,103,2026-05-26 08:24:07,CUST-0277,27,5,1725,Cash,mobile-app
ORD00626,105,2026-05-26 17:35:21,CUST-0190,3,2,430,UPI,mobile-app
ORD00627,103,2026-05-26 08:29:54,CUST-0015,1,2,490,Cash,mobile-app
ORD00628,105,2026-05-26 12:11:48,CUST-0152,4,2,390,UPI,mobile-app
ORD00629,103,2026-05-26 21:36:46,CUST-0046,13,2,470,Cash,walk-in
ORD00630,105,2026-05-26 19:00:01,CUST-0157,25,1,295,UPI,mobile-app
ORD00631,101,2026-05-26 07:59:44,CUST-0016,23,2,650,Cash,mobile-app
ORD00632,104,2026-05-26 10:38:09,CUST-0326,32,2,650,Cash,mobile-app
ORD00633,101,2026-05-26 11:19:36,CUST-0146,26,2,390,UPI,mobile-app
ORD00634,101,2026-05-26 20:01:42,CUST-0091,33,2,730,Cash,walk-in
ORD00635,104,2026-05-26 09:14:16,CUST-0158,11,1,215,Card,walk-in
ORD00636,104,2026-05-26 21:01:02,CUST-0116,2,2,470,Cash,walk-in
ORD00637,101,2026-05-26 11:52:47,CUST-0179,23,3,975,UPI,mobile-app
